,Text,Author
2478,"staring eyes, a gaunt face, and robes stained with silver blood. He was right next to Malfoy",JR
1328,the trains too slow.,JR
3632,gulped.,JR
1659,at once.,SC
6202,26,SC
2275,"something like your family within Hogwarts. You will have classes with the rest of your house,",JR
1749,"“You certainly know a lot,” I say.",SC
956,"richest stuff. One time, my mother told me that I always eat like I’ll never see food again. And",SC
2713,"All of a sudden, I’m overwhelmed by the thought that Peeta may be already lost, bled white,",SC
6000,the real tributes memories ? Have they been programmed to hate our faces particularly,SC
2932,"“Give it here!”Harry yelled, but Malfoy had leapt onto his broomstick and taken off. He hadn’t",JR
1104,"“My mother,” I say.",SC
6137,Gryffindor cheers nearly raised the bewitched ceiling; the stars overhead seemed to quiver.,JR
4355,"“I don’t want more trouble,” he mumbled.",JR
920,Imagining my home makes me ache with loneliness. This day has been endless. Could Gale,SC
713,"“SILENCE!” yelled Uncle Vernon, and a couple of spiders fell from the ceiling. He took a few",JR
287,"“No problems, were there?”",JR
771,purse her lips tightly together.,SC
5335,"because Peeta’s been distracted. “I think your wound is bleeding again. Come on, lie down,",SC
4359,"that,” Neville choked out.",JR
3181,"woods and hunted the entire day, haunted by the gruesome leg, memories of my father’s",SC
4503,A hooded figure came swiftly down the front steps of the castle. Clearly not wanting to be,JR
3727,"When Angelina had scored, Harry had done a couple of loop the loops to let off his feelings.",JR
982,Peeta rises from the floor and scoops up a handful of ice from under the fruit tureen. He starts,SC
3409,Their feather rose off the desk and hovered about four feet above their heads.,JR
1594,"being able to use a weapon. You know it isn’t,” he shoots back.",SC
5288,"“I’ve just thought of something,” said Harry. He had turned white. “We’ve got to go and see",JR
2424,"eye and gave him the thumbs up. Harry grinned back. And there, in the center of the High",JR
4637,hot broth.,SC
6207,He shakes his head. “You?”,SC
1365,"“Delighted, Mr. Potter, just can’t tell you, Diggle’s the name, Dedalus Diggle.”",JR
6677,worked out.”,SC
4760,“Do you want anything?” I ask.,SC
1495,“How often do you check to see if anyone’s inside?” Harry asked.,JR
4847,It was the first time Hermione had ever failed to answer a teacher’s question. She was staring,JR
1110,"well, they were weirdos, no denying it, and the world’s better off without them in my opinion",JR
254,"especially if there’s good weather, it has a holiday feel to it. But today, despite the bright",SC
4439,Dumbledore’s come to watch!”,JR
3754,"“But this isn’t soccer, Dean,” Ron reminded him.",JR
3304,either end of the field were three golden poles with hoops on the end. They reminded Harry of,JR
4680,I have to laugh as I ease him back down. “You were worried about me? Have you taken a look,SC
585,"Very strange strangers they were, too. A tiny man in a violet top hat had bowed to him once",JR
6127,"A hole opens in the plain and as if on cue, the remaining mutts bound into it, disappearing as",SC
2186,Too soon it’s time to go. The interviews take place on a stage constructed in front of the,SC
4938,“They’re very sweet.”,SC
6195,look!”,JR
1762,"I throw my spear, which I’m not too bad at actually, if I don’t have to throw too far, and see the",SC
874,the fence at first. Then I began to risk climbing trees to escape the wild dogs that quickly got,SC
1841,"they do to me? What really scares me is what they might do to my mother and Prim, how my",SC
1717,"scraggly old apple tree in his backyard? Somehow the whole thing — his skill, those",SC
4922,"Harry went back to the library, where Hermione was testing Ron on Astronomy. Harry told",JR
945,"slightly burnt sausages from the poker, Dudley fidgeted a little. Uncle Vernon said sharply,",JR
304,"“S-s-sorry,” sobbed Hagrid, taking out a large, spotted handkerchief and burying his face in it.",JR
3712,"speeding Bludger—the goal posts are ahead—come on, now, Angelina—Keeper Bletchley dives",JR
4124,I have to remind myself she’s still alive. Or is she? Could the cannon shot announcing her,SC
725,it. It’s as if someone fashioned a small golden bird and then attached a ring around it. The,SC
5881,"“Two against one. Should be a piece of cake,” he says.",SC
3476,"Flushed with their victory, they started to run back up the passage, but as they reached the",JR
2831,"stages of the Games. The strong band together to hunt down the weak then, when the tension",SC
4223,"They’ll have to show it. Or, even if they choose to turn the cameras elsewhere at this moment,",SC
1735,"Breakfast and dinner are served on our floor, but at lunch the twenty-four of us eat in a dining",SC
3144,"I hear Cinna’s voice, carrying images of rich fabric and sparkling gems. “Katniss, the girl who",SC
5391,"“No, it happened. And right when your song ended, I knew — just like your mother — I was a",SC
6571,"And I think, Oh, Caesar, if only that were true. But actually, President Snow may be arranging",SC
2012,"Around half past twelve there was a great clattering outside in the corridor and a smiling,",JR
2176,"“Gale,” I say instantly. “Only it doesn’t make sense, Cinna. I would never be telling Gale those",SC
5584,“I don’t know… sounds like wings to me.”,JR
2475,gone so long without winning. Slytherins have got the cup six years in a row! The Bloody,JR
1499,thought it was empty. Then he noticed a grubby little package wrapped up in brown paper,JR
1237,count myself out of the Games?,SC
3288,"hangs from the bottom of a branch, swaying ever so slightly. There’s something else. Among",SC
775,determined to hang on to this.,SC
1434,"“Always worried about our safety,” I say. Even though Cinna has shown Peeta the roof, I",SC
5714,“All right!” he says.,SC
4785,"if they hadn’t been so worried about what they had to do. It was a very dark, cloudy night, and",JR
6597,"that point, I just tried not to think about what my feelings might be, honestly, because it was",SC
1628,there was a loud crunching noise and he got quickly off the spindly chair.,JR
514,"the boy. In his arms, he carried two large loaves of bread that must have fallen into the fire",SC
2302,was a first.”,SC
6142,Gryffindor house fifty points.”,JR
3460,"Harry sniffed and a foul stench reached his nostrils, a mixture of old socks and the kind of",JR
4313,surprise.,SC
3483,"stiffness in my joints suggests more than a day has passed, even two possibly. If so, I’ll have",SC
4446,"something that Ron noticed, too.",JR
5659,"beyond the fences of District 12. I think of Gale, with his velvet tread. It’s eerie how little",SC
5642,look down at Ron.,JR
3102,would invite accusations of boredom from the audience. If I could get back behind the fire,SC
2850,"shared their dormitory, about soccer. Ron couldn’t see what was exciting about a game with",JR
5657,"“Here?” he asks in disbelief, as if I’d asked him to walk barefoot on hot coals or something. I",SC
4436,"“Don’t want to pressure you, Potter, but if we ever need an early capture of the Snitch it’s",JR
1987,"it first. You never get anything new, either, with five brothers. I’ve got Bill’s old robes,",JR
3364,victor is unbearable.,SC
752,into a dining room with polished paneled walls. There’s a table where all the dishes are highly,SC
4149,He had to clap his hands to his mouth to stop himself from screaming. He whirled around. His,JR
4628,Hagrid’s chest swelled at these last words. Harry and Ron beamed at Hermione.,JR
5809,"from the west. I set a good dinner out, but halfway through Peeta begins to nod off. After days",SC
5312,"the right thing,” says Peeta.",SC
2474,"shelter, Often there are trees because barren landscapes are dull and the Games resolve too",SC
6545,"“Plenty of time for talk when we get home,” says Haymitch. “Go to bed, you’re on air at two.”",SC
1259,dragons guardin’ the highsecurity vaults. And then yeh gotta find yer way—Gringotts is,JR
35,and slide under a two-foot stretch that’s been loose for years. There are several other weak,SC
1126,"die. Some say he’s still out there, bidin’ his time, like, but I don’ believe it. People who was on",JR
6397,"is in order. Only, when I put my arms around his neck, I find myself trapped in his embrace.",SC
3107,"The game has taken a twist. The fire was just to get us moving, now the audience will get to",SC
1835,when I sent that arrow flying at the Gamemakers. What will they do to me now? Arrest me?,SC
3002,"Harry nodded silently. He didn’t have a clue what was going on, but he didn’t seem to be",JR
580,"all. His aunt and uncle never spoke about them, and of course he was forbidden to ask",JR
5774,"“Maybe not,” he says.",SC
2448,"“Mad?” said Percy airily. “He’s a genius! Best wizard in the world! But he is a bit mad, yes.",JR
67,"“—yes, their son, Harry—”",JR
509,"restaurant, and when Dudley had a tantrum because his knickerbocker glory didn’t have",JR
1707,“The cakes?” I ask. I’ve been preoccupied with watching the boy from District 2 send a spear,SC
